Session;Numéro de texte;Date de dépôt;Auteurs;Titre;Type de dossier;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes
1993;172;"10/12/1993";"Pierre VALLON";"proposition de loi tendant à substituer dans le code de commerce l'appellation "" soutien judiciaire des entreprises "" à celle de redressement judiciaire";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940172.html";"poursuivi dans un autre dossier";"";"";"";"";""
1993;173;"10/12/1993";"Bernard BARBIER, Serge MATHIEU";"proposition de loi visant à compléter le dispositif de la loi du 10 janvier 1991 relative à la lutte contre le tabagisme et l'alcoolisme";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940173.html";"caduc";"";"";"";"";""
1993;199;"20/12/1993";"Charles DESCOURS, Henri BELCOUR";"proposition de loi tendant à la création d'un Ordre national des masseurs-kinésithérapeutes";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940199.html";"caduc";"";"";"";"";""
1993;207;"21/12/1993";"Michel CHARASSE";"proposition de loi tendant à la création d'un schéma départemental du commerce et portant modification de certaines dispositions du code de l'urbanisme";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940207.html";"caduc";"";"";"";"";""
1993;208;"21/12/1993";"Robert PAGÈS, Marie-Claude BEAUDEAU, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Michelle DEMESSINE, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Charles LEDERMAN, Félix LEYZOUR, Hélène LUC, Louis MINETTI, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi tendant à supprimer réellement toute forclusion de droit ou de fait s'opposant à la reconnaissance de la qualité de combattant volontaire de la Résistance";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940208.html";"caduc";"";"";"";"";""
1993;223;"27/12/1993";"Hubert HAENEL, Michel ALLONCLE, Louis ALTHAPÉ, Jean BERNARD, Paulette BRISEPIERRE, Auguste CAZALET, Désiré DEBAVELAERE, Michel DOUBLET, Pierre DUMAS, Roger FOSSE, Charles GINÉSY, Daniel GOULET, Emmanuel HAMEL, Jean-Paul HAMMANN, Jean-Paul HUGOT, Roger HUSSON, André JARROT, Jean-François LE GRAND, Joseph OSTERMANN, Michel RUFIN, Jean-Pierre SCHOSTECK, Alain VASSELLE, Serge VINÇON";"proposition de loi relative à la distillation en franchise des droits d'une partie de la production des récoltants-producteurs d'eau de vie naturelle";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940223.html";"caduc";"";"";"";"";""
1993;224;"27/12/1993";"Philippe MARINI, Louis ALTHAPÉ, Jacques BERARD, Paul BLANC, Paulette BRISEPIERRE, Camille CABANA, Jean CHAMANT, François COLLET, Charles de CUTTOLI, Désiré DEBAVELAERE, Michel DOUBLET, Alain GÉRARD, Daniel GOULET, Georges GRUILLOT, Emmanuel HAMEL, Jean-Paul HUGOT, Roger HUSSON, André JARROT, Jacques LEGENDRE, Jean-François LE GRAND, Maurice LOMBARD, Paul MASSON, Paul D'ORNANO, Joseph OSTERMANN, Alain PLUCHET, Jean-Jacques ROBERT, Michel RUFIN, Jean-Pierre SCHOSTECK, Maurice SCHUMANN, Louis SOUVET, René TRÉGOUËT, Serge VINÇON";"proposition de loi tendant à réglementer les offres d'emploi et les publicités relatives à l'emploi figurant dans les journaux d'annonces gratuits";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940224.html";"retiré";"";"";"";"";""
1993;226;"28/12/1993";"Claude HURIET, Franck SÉRUSCLAT";"proposition de loi tendant à modifier le livre II bis du code de la santé publique relatif à la protection des personnes qui se prêtent à des recherches biomédicales";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940226.html";"promulgué";"";"";"25/07/1994";"94-630";""
1993;238;"13/01/1994";"Alain VASSELLE, Michel ALLONCLE, Louis ALTHAPÉ, Jean BERNARD, Paul BLANC, Paulette BRISEPIERRE, Camille CABANA, Charles de CUTTOLI, Désiré DEBAVELAERE, Michel DOUBLET, Alain DUFAUT, Roger FOSSE, Charles GINÉSY, Daniel GOULET, Georges GRUILLOT, André JARROT, Emmanuel HAMEL, Jean-Paul HAMMANN, Roger HUSSON, André JOURDAIN, René-Georges LAURIN, Marc LAURIOL, Guy LEMAIRE, Jean-François LE GRAND, Paul MASSON, Jacques DE MENOU, Paul MOREAU, Joseph OSTERMANN, Alain PLUCHET, Jean-Jacques ROBERT, Maurice SCHUMANN, Martial TAUGOURDEAU";"proposition de loi visant à modifier l'article 23 de la loi n° 83-663 du 22 juillet 1983 relatif à la répartition intercommunale des charges des écoles publiques accueillant des enfants issus de plusieurs communes";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940238.html";"caduc";"";"";"";"";""
1993;244;"17/01/1994";"Etienne DAILLY";"proposition de loi organique rendant membres de droit du Conseil économique et social les membres nommés du Conseil de la politique monétaire";"proposition de loi organique";"http://www.senat.fr/dossier-legislatif/s93940244.html";"caduc";"";"";"";"";""
1993;273;"26/01/1994";"Maurice SCHUMANN, Yves GUENA, Christian de LA MALÈNE";"proposition de loi organique tendant à compléter le domaine de la loi afin de soumettre le passage de la France à la troisième phase de l'Union économique et monétaire à une autorisation législative";"proposition de loi organique";"http://www.senat.fr/dossier-legislatif/s93940273.html";"caduc";"";"";"";"";""
1993;278;"03/02/1994";"Hubert HAENEL, Roger BESSE, Michel ALLONCLE, Louis ALTHAPÉ, Jean BERNARD, Paul BLANC, Jacques BRACONNIER, Paulette BRISEPIERRE, Camille CABANA, Auguste CAZALET, Gérard CÉSAR, François COLLET, Désiré DEBAVELAERE, Luc DEJOIE, Michel DOUBLET, Roger FOSSE, Alain GÉRARD, Daniel GOULET, Georges GRUILLOT, Jean-Paul HAMMANN, Bernard Charles HUGO, Roger HUSSON, André JARROT, André JOURDAIN, René-Georges LAURIN, Marc LAURIOL, Dominique LECLERC, Jacques LEGENDRE, Jean-François LE GRAND, Max MAREST, Michel MAURICE-BOKANOWSKI, Joseph OSTERMANN, Michel RUFIN, Louis SOUVET, René TRÉGOUËT, Jacques VALADE, Alain VASSELLE, Serge VINÇON";"proposition de loi relative au droit d'installation dans l'artisanat et à la protection des consommateurs";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940278.html";"caduc";"";"";"";"";""
1993;279;"05/02/1994";"Jacques GENTON";"proposition de loi tendant à modifier l'article 6 bis de l'ordonnance n° 58-1100 du 17 novembre 1958";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940279.html";"poursuivi dans un autre dossier";"";"";"";"";""
1993;282;"11/02/1994";"Paul GIROD, Jean PÉPIN, Marcel LESBROS, Jacques SOURDILLE, Henri COLLARD, Jean DELANEAU, André JOURDAIN, Lucien NEUWIRTH, Charles-Henri de COSSÉ-BRISSAC, Jacques BAUDOT, Rémi HERMENT, René MARQUÈS, Henri de RAINCOURT, Albert VECTEN, Roger BESSE";"proposition de loi relative à la transparence et à la concurrence dans l'attribution des conventions de transport routier non urbain de personnes";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940282.html";"caduc";"";"";"";"";""
1993;283;"15/02/1994";"André ÉGU";"proposition de loi tendant à compléter l'article L 232-2 du code rural en ce qui concerne la pollution des eaux";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940283.html";"caduc";"";"";"";"";""
1993;286;"23/02/1994";"Jean-Luc BÉCART, Marie-Claude BEAUDEAU, Danielle BIDARD-REYDET, Michelle DEMESSINE, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Charles LEDERMAN, Félix LEYZOUR, Hélène LUC, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi tendant à mettre en place des dispositions urgentes pour le logement social";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940286.html";"caduc";"";"";"";"";""
1993;287;"23/02/1994";"Jean-Luc BÉCART, Marie-Claude BEAUDEAU, Danielle BIDARD-REYDET, Michelle DEMESSINE, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Charles LEDERMAN, Félix LEYZOUR, Hélène LUC, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi tendant à autoriser le maintien dans le logement d'un locataire de bonne foi menacé d'expulsion";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940287.html";"caduc";"";"";"";"";""
1993;290;"24/02/1994";"Hubert HAENEL, Michel ALLONCLE, Louis ALTHAPÉ, Henri BELCOUR, Jacques BERARD, Jean BERNARD, Paul BLANC, Jacques BRACONNIER, Paulette BRISEPIERRE, Camille CABANA, Auguste CAZALET, Gérard CÉSAR, Jean CHAMANT, Jacques CHAUMONT, François COLLET, Désiré DEBAVELAERE, Charles DESCOURS, Michel DOUBLET, Daniel GOULET, Yves GUENA, Jean-Paul HAMMANN, Jean-Paul HUGOT, Roger HUSSON, André JARROT, Lucien LANIER, Marc LAURIOL, Jacques LEGENDRE, Joseph OSTERMANN, Roger RIGAUDIÈRE, Jean-Jacques ROBERT, Michel RUFIN, René TRÉGOUËT";"proposition de loi relative au transport aérien militaire de complément";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940290.html";"caduc";"";"";"";"";""
1993;294;"04/03/1994";"Alain LAMBERT";"proposition de loi relative aux districts et modifiant le code des communes, le code général des impôts et la loi d'orientation n° 92-125 du 6 février 1992 relative à l'administration territoriale de la République";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940294.html";"Première lecture (Sénat)";"";"";"";"";""
1993;295;"04/03/1994";"Georges GRUILLOT, Philippe ADNOT, Michel ALLONCLE, Louis ALTHAPÉ, Jacques BAUDOT, Jean BERNADAUX, Jean BERNARD, Roger BESSE, Paul BLANC, Paulette BRISEPIERRE, Robert CALMÉJANE, Auguste CAZALET, Gérard CÉSAR, Jean CHAMANT, François COLLET, Charles de CUTTOLI, Désiré DEBAVELAERE, Luc DEJOIE, Jacques-Richard DELONG, Michel DOUBLET, Roger FOSSE, Alain GÉRARD, François GERBAUD, Charles GINÉSY, Daniel GOULET, Hubert HAENEL, Emmanuel HAMEL, Jean-Paul HAMMANN, Bernard Charles HUGO, Jean-Paul HUGOT, Claude HURIET, Roger HUSSON, André JARROT, Gérard LARCHER, Bernard LAURENT, René-Georges LAURIN, Marc LAURIOL, Jacques LEGENDRE, Jean-François LE GRAND, Guy LEMAIRE, Maurice LOMBARD, Paul D'ORNANO, Joseph OSTERMANN, Christian PONCELET, Roger RIGAUDIÈRE, Jean-Jacques ROBERT, Nelly RODI, Michel RUFIN, Jean-Pierre SCHOSTECK, Maurice SCHUMANN, Louis SOUVET, Martial TAUGOURDEAU, Jacques VALADE, Alain VASSELLE, Serge VINÇON";"proposition de loi organique relative à la représentation des professions libérales au Conseil économique et social";"proposition de loi organique";"http://www.senat.fr/dossier-legislatif/s93940295.html";"caduc";"";"";"";"";""
1993;296;"07/03/1994";"Hélène LUC, Jean-Luc BÉCART, Marie-Claude BEAUDEAU, Danielle BIDARD-REYDET, Michelle DEMESSINE, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Charles LEDERMAN, Félix LEYZOUR, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi tendant à la garantie du salaire minimum de croissance revalorisé pour les jeunes";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940296.html";"caduc";"";"";"";"";""
1993;298;"23/03/1994";"Edouard LE JEUNE";"proposition de loi tendant à alléger les charges sociales des clubs sportifs sur les indemnités de dédommagement versées aux dirigeants, animateurs, entraîneurs bénévoles";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940298.html";"caduc";"";"";"";"";""
1993;304;"02/04/1994";"Paul LORIDANT";"proposition de loi constitutionnelle constitutionnelle tendant à assurer un égal accès, par la parité, des hommes et des femmes aux mandats politiques";"proposition de loi constitutionnelle";"http://www.senat.fr/dossier-legislatif/s93940304.html";"caduc";"";"";"";"";""
1993;305;"02/04/1994";"Paul LORIDANT";"proposition de loi tendant à assurer le respect effectif d'un égal accès, par la parité, des hommes et des femmes aux mandats politiques";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940305.html";"caduc";"";"";"";"";""
1993;306;"02/04/1994";"Georges GRUILLOT, Michel ALLONCLE, Louis ALTHAPÉ, Jean BERNARD, Roger BESSE, Paul BLANC, Jacques BRACONNIER, Paulette BRISEPIERRE, Robert CALMÉJANE, Auguste CAZALET, Gérard CÉSAR, François COLLET, Désiré DEBAVELAERE, Luc DEJOIE, Jacques-Richard DELONG, Michel DOUBLET, Alain DUFAUT, Roger FOSSE, Alain GÉRARD, François GERBAUD, Charles GINÉSY, Daniel GOULET, Yves GUENA, Hubert HAENEL, Jean-Paul HAMMANN, Bernard Charles HUGO, Jean-Paul HUGOT, Roger HUSSON, André JARROT, André JOURDAIN, René-Georges LAURIN, Marc LAURIOL, Dominique LECLERC, Philippe MARINI, Paul MASSON, Michel MAURICE-BOKANOWSKI, Joseph OSTERMANN, Alain PLUCHET, Christian PONCELET, Jean-Pierre SCHOSTECK, Martial TAUGOURDEAU, Alain VASSELLE, Serge VINÇON";"proposition de loi tendant à simplifier les procédures administratives et alléger les contraintes financières pour favoriser l'emploi dans les entreprises";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940306.html";"caduc";"";"";"";"";""
1993;322;"06/04/1994";"Marc LAURIOL, Michel ALLONCLE, Louis ALTHAPÉ, Honoré BAILET, Jean BERNARD, Roger BESSE, Jacques BRACONNIER, Paulette BRISEPIERRE, Camille CABANA, Auguste CAZALET, Robert CALMÉJANE, Gérard CÉSAR, Jean CHAMANT, Jean CHÉRIOUX, Charles de CUTTOLI, Désiré DEBAVELAERE, Michel DOUBLET, Philippe de GAULLE, Alain GÉRARD, Charles GINÉSY, Daniel GOULET, Georges GRUILLOT, Yves GUENA, Jean-Paul HUGOT, Roger HUSSON, Lucien LANIER, Philippe MARINI, Paul MASSON, Michel MAURICE-BOKANOWSKI, Jacques OUDIN, Jean-Jacques ROBERT, Nelly RODI, Martial TAUGOURDEAU, Alain VASSELLE";"proposition de loi visant à modifier les dispositions légales relatives aux activités sociales et culturelles des comités d'entreprise";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940322.html";"caduc";"";"";"";"";""
1993;323;"06/04/1994";"Marc LAURIOL, Louis ALTHAPÉ, Honoré BAILET, Jean BERNARD, Roger BESSE, Jacques BRACONNIER, Paulette BRISEPIERRE, Camille CABANA, Robert CALMÉJANE, Auguste CAZALET, Jean CHAMANT, Jean CHÉRIOUX, Charles de CUTTOLI, Désiré DEBAVELAERE, Jacques-Richard DELONG, Michel DOUBLET, Philippe de GAULLE, Alain GÉRARD, Charles GINÉSY, Daniel GOULET, Georges GRUILLOT, Yves GUENA, Jean-Paul HUGOT, Roger HUSSON, André JOURDAIN, Lucien LANIER, Gérard LARCHER, Guy LEMAIRE, Philippe MARINI, Paul MASSON, Michel MAURICE-BOKANOWSKI, Paul D'ORNANO, Jacques OUDIN, Alain PLUCHET, Jean-Jacques ROBERT, Nelly RODI, Michel RUFIN, Martial TAUGOURDEAU, Alain VASSELLE";"proposition de loi tendant à modifier l'article L. 321-13 du code du travail afin d'adapter cette disposition à la spécificité des particuliers employeurs";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940323.html";"caduc";"";"";"";"";""
1993;324;"07/04/1994";"Ernest CARTIGNY";"proposition de loi tendant à garantir la présence de deux candidats au second tour des élections législatives et cantonales";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940324.html";"caduc";"";"";"";"";""
1993;325;"08/04/1994";"Jean-Paul DELEVOYE, Michel ALLONCLE, Louis ALTHAPÉ, Jacques BERARD, Jean BERNARD, Roger BESSE, Jacques BRACONNIER, Paulette BRISEPIERRE, Robert CALMÉJANE, Gérard CÉSAR, Jean CHAMANT, Jacques CHAUMONT, François COLLET, Charles de CUTTOLI, Désiré DEBAVELAERE, Luc DEJOIE, Jacques-Richard DELONG, Charles DESCOURS, Michel DOUBLET, Alain DUFAUT, Roger FOSSE, Alain GÉRARD, François GERBAUD, Daniel GOULET, Georges GRUILLOT, Yves GUENA, Hubert HAENEL, Emmanuel HAMEL, Bernard Charles HUGO, Roger HUSSON, André JARROT, André JOURDAIN, Gérard LARCHER, René-Georges LAURIN, Dominique LECLERC, Jacques LEGENDRE, Guy LEMAIRE, Maurice LOMBARD, Philippe MARINI, Paul MASSON, Michel MAURICE-BOKANOWSKI, Lucien NEUWIRTH, Paul D'ORNANO, Joseph OSTERMANN, Jacques OUDIN, Alain PLUCHET, Roger RIGAUDIÈRE, Michel RUFIN, Jean-Pierre SCHOSTECK, Maurice SCHUMANN, Louis SOUVET, Martial TAUGOURDEAU, Maurice ULRICH, Jacques VALADE, Alain VASSELLE, Serge VINÇON, Auguste CAZALET";"proposition de loi visant à accroître l'effort d'investissement des collectivités locales par la réduction à un an du délai de remboursement par l'Etat de la TVA sur les investissements qu'elles réalisent";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940325.html";"caduc";"";"";"";"";""
1993;326;"08/04/1994";"Jean-Paul DELEVOYE, Michel ALLONCLE, Louis ALTHAPÉ, Roger BESSE, Jean BERNARD, Jacques BRACONNIER, Paulette BRISEPIERRE, Robert CALMÉJANE, Auguste CAZALET, Jacques CHAUMONT, Jean CHÉRIOUX, Désiré DEBAVELAERE, Jacques-Richard DELONG, Charles DESCOURS, Michel DOUBLET, Alain DUFAUT, Alain GÉRARD, Daniel GOULET, Hubert HAENEL, Emmanuel HAMEL, Roger HUSSON, André JOURDAIN, Lucien LANIER, Marc LAURIOL, Maurice LOMBARD, Philippe MARINI, Paul MASSON, Michel MAURICE-BOKANOWSKI, Lucien NEUWIRTH, Paul D'ORNANO, Joseph OSTERMANN, Roger RIGAUDIÈRE, Michel RUFIN, Louis SOUVET, Martial TAUGOURDEAU, Alain VASSELLE";"proposition de loi visant à intégrer les frais liés à la mise à la disposition d'un local à une association, dans le cadre des réductions d'impôt ouvertes aux particuliers";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940326.html";"caduc";"";"";"";"";""
1993;327;"08/04/1994";"Jean-Paul DELEVOYE, Michel ALLONCLE, Jean BERNARD, Auguste CAZALET, Charles de CUTTOLI, Désiré DEBAVELAERE, Alain GÉRARD, François GERBAUD, Daniel GOULET, Georges GRUILLOT, Hubert HAENEL, Emmanuel HAMEL, André JOURDAIN, Marc LAURIOL, Paul MASSON, Michel MAURICE-BOKANOWSKI, Paul D'ORNANO, Joseph OSTERMANN, Jacques OUDIN, Jean-Pierre SCHOSTECK, Louis SOUVET, Martial TAUGOURDEAU";"proposition de loi constitutionnelle tendant à modifier le régime des sessions parlementaires";"proposition de loi constitutionnelle";"http://www.senat.fr/dossier-legislatif/s93940327.html";"caduc";"";"";"";"";""
1993;328;"08/04/1994";"Jean-Paul DELEVOYE, Michel ALLONCLE, Louis ALTHAPÉ, Jean BERNARD, Roger BESSE, Paulette BRISEPIERRE, Robert CALMÉJANE, Auguste CAZALET, François COLLET, Désiré DEBAVELAERE, Jacques-Richard DELONG, Michel DOUBLET, Alain DUFAUT, Alain GÉRARD, Daniel GOULET, Hubert HAENEL, Bernard Charles HUGO, André JARROT, Dominique LECLERC, Jacques LEGENDRE, Guy LEMAIRE, Paul MASSON, Paul D'ORNANO, Joseph OSTERMANN, Jacques OUDIN, Jean-Pierre SCHOSTECK, Martial TAUGOURDEAU, Serge VINÇON";"proposition de loi visant à adapter la loi n° 91-32 du 10 janvier 1991 relative à la lutte contre le tabagisme et l'alcoolisme afin de préserver les recettes des clubs sportifs";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940328.html";"caduc";"";"";"";"";""
1993;330;"12/04/1994";"Edouard LE JEUNE";"proposition de loi tendant à compléter le code électoral en vue de la prise en considération du vote blanc";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940330.html";"caduc";"";"";"";"";""
1993;331;"12/04/1994";"Edouard LE JEUNE";"proposition de loi tendant à faire bénéficier les familles des allocations familiales à partir du premier enfant";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940331.html";"caduc";"";"";"";"";""
1993;345;"19/04/1994";"Serge MATHIEU";"proposition de loi tendant à la reconnaissance du statut de prisonnier de guerre détenu par les Japonais après le coup de force du 9 mars 1945";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940345.html";"caduc";"";"";"";"";""
1993;357;"21/04/1994";"Georges GRUILLOT, Philippe ADNOT, Jacques BAUDOT, Roger BESSE, François BLAIZOT, Charles-Henri de COSSÉ-BRISSAC, Jean DELANEAU, Jean FRANÇOIS-PONCET, René MARQUÈS, Christian PONCELET, Henri de RAINCOURT, Jacques SOURDILLE, Martial TAUGOURDEAU, Charles GINÉSY, André JOURDAIN, Marcel LESBROS, Kléber MALÉCOT";"proposition de loi tendant à modifier l'article 23 de la loi n° 82-213 du 2 mars 1982 relative aux droits et libertés des communes, des départements et des régions";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940357.html";"caduc";"";"";"";"";""
1993;372;"26/04/1994";"Hélène LUC, Marie-Claude BEAUDEAU, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Michelle DEMESSINE, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Charles LEDERMAN, Félix LEYZOUR, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi tendant à assurer une participation équilibrée des femmes et des hommes dans la vie publique";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940372.html";"retiré";"";"";"";"";""
1993;373;"26/04/1994";"Marcel LESBROS";"proposition de loi tendant à prendre en compte pour l'octroi d'une retraite anticipée la durée du temps passé au-delà de la durée légale du service militaire en Afrique du Nord entre le 1er janvier 1952 et le 2 juillet 1962";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940373.html";"caduc";"";"";"";"";""
1993;381;"27/04/1994";"Françoise SELIGMANN";"proposition de loi tendant à améliorer le fonctionnement des conseils municipaux";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940381.html";"caduc";"";"";"";"";""
1993;382;"27/04/1994";"Françoise SELIGMANN";"proposition de loi tendant à l'institution d'un second degré de juridiction en matière criminelle";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940382.html";"caduc";"";"";"";"";""
1993;383;"27/04/1994";"Charles DESCOURS, Jean-Pierre FOURCADE, Louis ALTHAPÉ, José BALARELLO, Henri BELCOUR, Jacques BIMBENET, Paul BLANC, Louis BOYER, Jean-Pierre CANTEGRIT, Jean CHÉRIOUX, Jean-Paul DELEVOYE, François DELGA, André DILIGENT, Jean DUMONT, Alfred FOY, Jean-Paul HAMMANN, Claude HURIET, André JOURDAIN, Henri LE BRETON, Marcel LESBROS, Roger LISE, Simon LOUECKHOTE, Pierre LOUVOT, Jacques MACHET, Jean MADELAIN, Max MAREST, Hélène MISSOFFE, Georges MOULY, Guy ROBERT, Nelly RODI, Bernard SEILLIER, Louis SOUVET, Pierre-Christian TAITTINGER, Martial TAUGOURDEAU, Alain VASSELLE";"proposition de loi organique relative à la politique sociale de la Nation";"proposition de loi organique";"http://www.senat.fr/dossier-legislatif/s93940383.html";"caduc";"";"";"";"";""
1993;384;"03/05/1994";"Jacques-Richard DELONG";"proposition de loi tendant à reconnaître aux personnes contraintes au travail le titre de victime de la déportation du travail";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940384.html";"caduc";"";"";"";"";""
1993;385;"03/05/1994";"Jacques-Richard DELONG";"proposition de loi tendant à institutionnaliser en chambres consulaires les chambres des professions libérales et assimilées actuellement constituées en associations, conformément à la loi du 1er juillet 1901";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940385.html";"caduc";"";"";"";"";""
1993;388;"03/05/1994";"Hubert HAENEL";"proposition de loi sur les transports militaires de complément";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940388.html";"caduc";"";"";"";"";""
1993;390;"03/05/1994";"Jean PÉPIN";"proposition de loi tendant à prendre en compte pour l'octroi d'une retraite anticipée le temps passé en Afrique du Nord, entre le 1er janvier 1952 et le 2 juillet 1962, déduction faite du nombre de trimestres correspondant à la durée légale du service militaire";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940390.html";"caduc";"";"";"";"";""
1993;392;"03/05/1994";"Louis SOUVET";"proposition de loi relative à la représentation des élus au sein des districts urbains";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940392.html";"poursuivi dans un autre dossier";"";"";"";"";""
1993;393;"03/05/1994";"Jean BERNADAUX, Jacques BAUDOT";"proposition de loi tendant à créer des commissions départementales d'intégration hôtelière régissant les implantations nouvelles d'hôtels";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940393.html";"caduc";"";"";"";"";""
1993;403;"06/05/1994";"Philippe FRANÇOIS, Désiré DEBAVELAERE, Jacques MACHET, Alain PLUCHET, Henri de RAINCOURT, Michel SOUPLET";"proposition de loi tendant à rendre obligatoire l'incorporation de composants oxygénés dans les carburants pétroliers";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940403.html";"caduc";"";"";"";"";""
1993;411;"10/05/1994";"Michelle DEMESSINE, Marie-Claude BEAUDEAU, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Charles LEDERMAN, Félix LEYZOUR, Hélène LUC, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi tendant à fixer à trente-cinq heures sans réduction de salaire la durée hebdomadaire de travail";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940411.html";"caduc";"";"";"";"";""
1993;412;"10/05/1994";"Paulette BRISEPIERRE, Paul D'ORNANO, Charles de CUTTOLI";"proposition de loi tendant à l'extension aux Français résidant dans la zone franc du bénéfice de la loi n° 89-1010 du 31 décembre 1989";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940412.html";"caduc";"";"";"";"";""
1993;426;"17/05/1994";"Jean-Paul DELEVOYE, Michel ALLONCLE, Louis ALTHAPÉ, Jean BERNARD, Roger BESSE, Yvon BOURGES, Jacques BRACONNIER, Paulette BRISEPIERRE, Robert CALMÉJANE, Auguste CAZALET, Jean CHAMANT, Jacques CHAUMONT, Désiré DEBAVELAERE, Luc DEJOIE, Jacques-Richard DELONG, Charles DESCOURS, Michel DOUBLET, Alain DUFAUT, Pierre DUMAS, Roger FOSSE, Alain GÉRARD, François GERBAUD, Charles GINÉSY, Daniel GOULET, Adrien GOUTEYRON, Georges GRUILLOT, Yves GUENA, Hubert HAENEL, Emmanuel HAMEL, Bernard Charles HUGO, Roger HUSSON, André JARROT, André JOURDAIN, Lucien LANIER, Marc LAURIOL, Dominique LECLERC, Jacques LEGENDRE, Philippe MARINI, Paul MASSON, Jacques DE MENOU, Lucien NEUWIRTH, Paul D'ORNANO, Joseph OSTERMANN, Jacques OUDIN, Alain PLUCHET, Roger RIGAUDIÈRE, Michel RUFIN, Jean-Pierre SCHOSTECK, Louis SOUVET, Martial TAUGOURDEAU, Jacques VALADE, Alain VASSELLE, Serge VINÇON";"proposition de loi visant à assurer aux anciens exploitants agricoles et à leurs conjoints des ressources convenables au moment de leur retraite";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940426.html";"caduc";"";"";"";"";""
1993;429;"17/05/1994";"Michel DREYFUS-SCHMIDT";"proposition de loi relative à la Cour d'Assises";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940429.html";"caduc";"";"";"";"";""
