Session;Numéro de texte;Date de dépôt;Auteurs;Titre;Type de dossier;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes
2019;138;"21/11/2019";"Daniel GREMILLET, Michel RAISON, Anne-Catherine LOISIER, Sophie PRIMAS, Serge BABARY, Henri CABANEL, Anne CHAIN-LARCHÉ, Pierre CUYPERS, Cécile CUKIERMAN, Françoise FÉRAT, Pierre LOUAULT, Franck MENONVILLE, Franck MONTAUGÉ, Patricia MORHET-RICHAUD, Jean-Claude TISSOT, Viviane ARTIGALAS, Anne-Marie BERTRAND, Yves BOULOUX, Martial BOURQUIN, François CALVET, Alain CHATILLON, Marie-Christine CHAUVIN, Catherine CONCONNE, Roland COURTEAU, Marc DAUNIS, Jean-Pierre DECOOL, Laurent DUPLOMB, Alain DURAN, Dominique ESTROSI SASSONE, Fabien GAY, Annie GUILLEMOT, Jean-Marie JANSSENS, Élisabeth LAMURE, Daniel LAURENT, Valérie LÉTARD, Marie-Noëlle LIENEMANN, Michel MAGRAS, Jean-François MAYET, Jean-Pierre MOGA, Sylviane NOËL, Jackie PIERRE, Évelyne RENAUD-GARABEDIAN, Philippe BAS, Jérôme BASCHER, Arnaud BAZIN, Martine BERTHET, Joël BIGOT, Annick BILLON, Maryvonne BLONDIN, François BONHOMME, Bernard BONNE, Gilbert BOUCHET, Céline BOULAY-ESPÉRONNIER, Max BRISSON, Marie-Thérèse BRUGUIÈRE, Agnès CANAYER, Jean-Noël CARDOUX, Patrick CHAIZE, Pierre CHARON, Daniel CHASSEING, Michel DAGBERT, René DANESI, Mathieu DARNAUD, Laure DARCOS, Yves DAUDIGNY, Nathalie DELATTRE, Jacky DEROMEDI, Chantal DESEYNE, Yves DÉTRAIGNE, Élisabeth DOINEAU, Jérôme DURAIN, Nicole DURANTON, Jean-Paul ÉMORINE, Jacqueline EUSTACHE-BRINIO, Corinne FÉRET, Jean-Luc FICHET, Alain FOUCHÉ, Bernard FOURNIER, Jacques GENEST, Sylvie GOY-CHAVENT, Nadine GRELET-CERTENAIS, Pascale GRUNY, Charles GUENÉ, Jean-Raymond HUGONET, Jean-François HUSSON, Corinne IMBERT, Muriel JOURDA, Guy-Dominique KENNEL, Claude KERN, Christine LANFRANCHI DORGAL, Florence LASSARADE, Antoine LEFÈVRE, Dominique de LEGGE, Jean-Pierre LELEUX, Jean-François LONGEOT, Gérard LONGUET, Vivette LOPEZ, Jean-Claude LUCHE, Viviane MALET, Didier MANDELLI, Pascal MARTIN, Rachel MAZUIR, Pierre MÉDEVIELLE, Marie MERCIER, Brigitte MICOULEAU, Alain MILON, Jean-Marie MIZZON, Marie-Pierre MONIER, Catherine MORIN-DESAILLY, Jean-Marie MORISSET, Philippe MOUILLER, Louis-Jean de NICOLAY, Marie-Françoise PEROL-DUMONT, Cédric PERRIN, Stéphane PIEDNOIR, Rémy POINTEREAU, Ladislas PONIATOWSKI, Angèle PRÉVILLE, Frédérique PUISSAT, Françoise RAMOND, Jean-François RAPIN, Damien REGNARD, André REICHARDT, Bruno RETAILLEAU, Marie-Pierre RICHER, Hugues SAURY, Michel SAVIN, Vincent SEGOUIN, Bruno SIDO, Esther SITTLER, Dominique THÉOPHILE, Michel VASPART, Françoise GATEL, Alain HOUPERT, Édouard COURTIAL, Catherine DUMAS, Jean Pierre VOGEL, Jean-Marc BOYER, Isabelle RAIMOND-PAVERO, Jean SOL, Nadia SOLLOGOUB, Catherine DEROCHE, Marc LAMÉNIE, Pascale BORIES";"proposition de loi modifiant la loi n° 2018-938 du 30 octobre 2018 pour l'équilibre des relations commerciales dans le secteur agricole et alimentaire et une alimentation saine, durable et accessible à tous";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-138.html";"Première lecture (AN)";"";"";"";"";"Agriculture et pêche, Entreprises"
2019;152;"27/11/2019";"Hervé MARSEILLE, Bruno RETAILLEAU, Jean-Claude REQUIER, Philippe ADNOT, Philippe BONNECARRÈRE, Olivier HENNO, Jean-François LONGEOT, Jean-Marie MIZZON, Nathalie GOULET, Nuihau LAUREY, Jocelyne GUIDEZ, Michel LAUGIER, Nassimah DINDAR, Claude KERN, Lana TETUANUI, Jean-Marie VANLERENBERGHE, Jacques LE NAY, Pascal MARTIN, Jean-Claude LUCHE, Sonia de LA PROVÔTÉ, Évelyne PERROT, Catherine MORIN-DESAILLY, Bernard DELCROS, Jean-Marie JANSSENS, Jean-Pierre MOGA, Alain CAZABONNE, Nadia SOLLOGOUB, Denise SAINT-PÉ, Sophie JOISSAINS, Loïc HERVÉ, Daniel DUBOIS, Valérie LÉTARD, Jérôme BASCHER, Martine BERTHET, Anne-Marie BERTRAND, Bernard BONNE, Gilbert BOUCHET, Marie-Thérèse BRUGUIÈRE, Patrick CHAIZE, Alain CHATILLON, Marta de CIDRAC, Édouard COURTIAL, René DANESI, Laure DARCOS, Marc-Philippe DAUBRESSE, Catherine DUMAS, Nicole DURANTON, Bernard FOURNIER, Pascale GRUNY, Alain HOUPERT, Roger KAROUTCHI, Christine LAVARDE, Antoine LEFÈVRE, Gérard LONGUET, Viviane MALET, Didier MANDELLI, Sébastien MEURANT, Alain MILON, Cyril PELLEVAT, Philippe PEMEZEC, Ladislas PONIATOWSKI, Françoise RAMOND, Jean-François RAPIN, Hugues SAURY, Michel SAVIN, Vincent SEGOUIN, Michel VASPART, Jean-Pierre VIAL, Nathalie DELATTRE, Jean-Noël GUÉRINI, Raymond VALL, Daniel CHASSEING, Jean-Pierre DECOOL, Joël GUERRIAU, Jean-Louis LAGOURGUE, Alain MARC, Colette MÉLOT, Franck MENONVILLE, Dany WATTEBLED, Sylvie GOY-CHAVENT, François CALVET, Henri LEROY, Brigitte LHERBIER, Annick BILLON";"proposition de loi relative à la déclaration de naissance auprès de l'officier d'état civil du lieu de résidence des parents";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-152.html";"Première lecture (AN)";"";"";"";"";"Famille, Société"
2019;154;"27/11/2019";"Nicole BONNEFOY, Gisèle JOURDA, Marc DAUNIS, Nelly TOCQUEVILLE, Patrick KANNER, Jacques BIGOT, Claude BÉRIT-DÉBAT, Joël BIGOT, Maryvonne BLONDIN, Michel DAGBERT, Martine FILLEUL, Hervé GILLÉ, Jean-Michel HOULLEGATTE, Olivier JACQUIN, Angèle PRÉVILLE, Maurice ANTISTE, Viviane ARTIGALAS, Yannick BOTREL, Martial BOURQUIN, Michel BOUTANT, Thierry CARCENAC, Catherine CONCONNE, Hélène CONWAY-MOURET, Roland COURTEAU, Yves DAUDIGNY, Marie-Pierre de LA GONTRIE, Gilbert-Luc DEVINAZ, Alain DURAN, Frédérique ESPAGNAC, Rémi FÉRAUD, Corinne FÉRET, Jean-Luc FICHET, Samia GHALI, Nadine GRELET-CERTENAIS, Annie GUILLEMOT, Laurence HARRIBEY, Victoire JASMIN, Patrice JOLY, Éric KERROUCHE, Bernard LALANDE, Jean-Yves LECONTE, Claudine LEPAGE, Jean-Jacques LOZACH, Monique LUBIN, Victorin LUREL, Jacques-Bernard MAGNER, Christian MANABLE, Didier MARIE, Rachel MAZUIR, Michelle MEUNIER, Marie-Pierre MONIER, Franck MONTAUGÉ, Claude RAYNAL, Sylvie ROBERT, Gilbert ROGER, Laurence ROSSIGNOL, Jean-Pierre SUEUR, Rachid TEMAL, Jean-Claude TISSOT, Jean-Marc TODESCHINI, Jean-Louis TOURENNE, André VALLINI, Sabine VAN HEGHE, Yannick VAUGRENARD";"proposition de loi visant à réformer le régime des catastrophes naturelles";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-154.html";"Première lecture (AN)";"";"";"";"";"Économie et finances, fiscalité, Environnement"
2019;155;"28/11/2019";"Monique LUBIN, Nadine GRELET-CERTENAIS, Olivier JACQUIN, Patrick KANNER, Yves DAUDIGNY, Jacques BIGOT, Maurice ANTISTE, Viviane ARTIGALAS, Joël BIGOT, Maryvonne BLONDIN, Yannick BOTREL, Michel BOUTANT, Thierry CARCENAC, Catherine CONCONNE, Hélène CONWAY-MOURET, Roland COURTEAU, Michel DAGBERT, Marie-Pierre de LA GONTRIE, Gilbert-Luc DEVINAZ, Alain DURAN, Frédérique ESPAGNAC, Rémi FÉRAUD, Corinne FÉRET, Jean-Luc FICHET, Martine FILLEUL, Samia GHALI, Hervé GILLÉ, Annie GUILLEMOT, Laurence HARRIBEY, Jean-Michel HOULLEGATTE, Victoire JASMIN, Patrice JOLY, Gisèle JOURDA, Éric KERROUCHE, Jean-Yves LECONTE, Claudine LEPAGE, Jean-Jacques LOZACH, Victorin LUREL, Jacques-Bernard MAGNER, Christian MANABLE, Didier MARIE, Rachel MAZUIR, Michelle MEUNIER, Marie-Pierre MONIER, Angèle PRÉVILLE, Claude RAYNAL, Sylvie ROBERT, Jean-Pierre SUEUR, Sophie TAILLÉ-POLIAN, Rachid TEMAL, Nelly TOCQUEVILLE, Jean-Marc TODESCHINI, Jean-Louis TOURENNE, André VALLINI, Sabine VAN HEGHE, Yannick VAUGRENARD, Marie-Françoise PEROL-DUMONT, Martial BOURQUIN, Laurence ROSSIGNOL";"proposition de loi visant à rétablir les droits sociaux des travailleurs numériques";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-155.html";"non adopté";"";"";"";"";"Travail"
2019;158;"28/11/2019";"Laurent LAFON";"proposition de loi pour l'inscription du droit au télétravail dans le code du travail et la généralisation de sa pratique en cas de grèves des transports";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-158.html";"caduc";"";"";"";"";"Travail"
2019;166;"02/12/2019";"Bruno RETAILLEAU, Hervé MARSEILLE, Pascal ALLIZARD, Serge BABARY, Philippe BAS, Jérôme BASCHER, Arnaud BAZIN, Martine BERTHET, Anne-Marie BERTRAND, Annick BILLON, Jean BIZET, Jean-Marie BOCKEL, Christine BONFANTI-DOSSAT, Gilbert BOUCHET, Céline BOULAY-ESPÉRONNIER, Yves BOULOUX, Jean-Marc BOYER, Max BRISSON, Marie-Thérèse BRUGUIÈRE, François CALVET, Christian CAMBON, Jean-Noël CARDOUX, Alain CAZABONNE, Anne CHAIN-LARCHÉ, Patrick CHAIZE, Pierre CHARON, Alain CHATILLON, Marta de CIDRAC, Olivier CIGOLOTTI, Édouard COURTIAL, Pierre CUYPERS, René DANESI, Laure DARCOS, Marc-Philippe DAUBRESSE, Vincent DELAHAYE, Catherine DEROCHE, Jacky DEROMEDI, Chantal DESEYNE, Catherine DI FOLCO, Nassimah DINDAR, Alain DUFAUT, Catherine DUMAS, Laurent DUPLOMB, Nicole DURANTON, Dominique ESTROSI SASSONE, Jacqueline EUSTACHE-BRINIO, Françoise FÉRAT, Michel FORISSIER, Joëlle GARRIAUD-MAYLAM, Françoise GATEL, Frédérique GERBAUD, Jordi GINESTA, Nathalie GOULET, Charles GUENÉ, Jocelyne GUIDEZ, Pascale GRUNY, Loïc HERVÉ, Jean-Raymond HUGONET, Benoît HURÉ, Corinne IMBERT, Guy-Dominique KENNEL, Claude KERN, Marc LAMÉNIE, Élisabeth LAMURE, Florence LASSARADE, Michel LAUGIER, Daniel LAURENT, Nuihau LAUREY, Christine LAVARDE, Antoine LEFÈVRE, Dominique de LEGGE, Ronan LE GLEUT, Jean-Pierre LELEUX, Henri LEROY, Brigitte LHERBIER, Jean-François LONGEOT, Jean-Claude LUCHE, Viviane MALET, Didier MANDELLI, Hervé MAUREY, Jean-Pierre MOGA, Albéric de MONTGOLFIER, Jean-Marie MORISSET, Philippe MOUILLER, Patricia MORHET-RICHAUD, Catherine MORIN-DESAILLY, Louis-Jean de NICOLAY, Sylviane NOËL, Claude NOUGEIN, Jean-Jacques PANUNZI, Philippe PAUL, Cyril PELLEVAT, Philippe PEMEZEC, Stéphane PIEDNOIR, Ladislas PONIATOWSKI, Christophe PRIOU, Catherine PROCACCIA, Frédérique PUISSAT, Isabelle RAIMOND-PAVERO, Françoise RAMOND, Jean-François RAPIN, Damien REGNARD, Marie-Pierre RICHER, Denise SAINT-PÉ, Hugues SAURY, René-Paul SAVARY, Michel SAVIN, Vincent SEGOUIN, Bruno SIDO, Esther SITTLER, Jean SOL, Claudine THOMAS, Catherine TROENDLÉ, Michel VASPART, Sylvie VERMEILLET, Jean Pierre VOGEL, Jacques GROSPERRIN";"proposition de loi tendant à assurer l'effectivité du droit au transport, à améliorer les droits des usagers et à répondre aux besoins essentiels du pays en cas de grève";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-166.html";"Première lecture (AN)";"";"";"";"";"Société, Transports"
2019;167;"02/12/2019";"Roger KAROUTCHI, Alain JOYANDET, Céline BOULAY-ESPÉRONNIER, Jacky DEROMEDI, Claudine THOMAS, Anne CHAIN-LARCHÉ, Arnaud BAZIN, Laure DARCOS, Daniel LAURENT, Catherine DI FOLCO, Olivier PACCAUD, Jean BIZET, Michel SAVIN, Pascale GRUNY, Esther SITTLER, Cyril PELLEVAT, Max BRISSON, Christine BONFANTI-DOSSAT, Florence LASSARADE, Laurent DUPLOMB, Damien REGNARD, Alain DUFAUT, Ladislas PONIATOWSKI, Pierre CHARON, Martine BERTHET, Sébastien MEURANT, Brigitte MICOULEAU, Jean-Marie MORISSET, Jean SOL, Nicole DURANTON, Bernard BONNE, Frédérique GERBAUD, Marc LAMÉNIE, Jean-François RAPIN, Alain MILON, Françoise RAMOND, Marta de CIDRAC, Antoine LEFÈVRE, Bernard FOURNIER, Viviane MALET, Guy-Dominique KENNEL, Gilbert BOUCHET, Michel VASPART";"proposition de loi tendant à modifier le code électoral pour interdire aux citoyens français fichés pour radicalisation à caractère terroriste de se présenter aux élections";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-167.html";"caduc";"";"";"";"";"Pouvoirs publics et Constitution"
2019;168;"03/12/2019";"Patrick CHAIZE";"proposition de loi visant à renforcer le contrôle des prestataires de services d'envoi de recommandé électronique";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-168.html";"caduc";"";"";"";"";"Entreprises"
2019;174;"04/12/2019";"Jérôme BASCHER, Jean-Marie MORISSET, Catherine DEROCHE, Daniel LAURENT, Alain JOYANDET, Pierre CUYPERS, Marc-Philippe DAUBRESSE, Christine LAVARDE, François CALVET, Pascale GRUNY, Ronan LE GLEUT, Jean SOL, Marie-Thérèse BRUGUIÈRE, Annie DELMONT-KOROPOULIS, Nicole DURANTON, Patricia MORHET-RICHAUD, Martine BERTHET, Antoine LEFÈVRE, Jean-Noël CARDOUX, Catherine TROENDLÉ, Cédric PERRIN, Michel RAISON, Daniel GREMILLET, Cyril PELLEVAT, Jean BIZET, Alain DUFAUT, Gérard LONGUET, Jean-Jacques PANUNZI, Jacky DEROMEDI, Sylviane NOËL, Catherine DUMAS, Catherine DI FOLCO, Pierre CHARON, Dominique de LEGGE, Olivier PACCAUD, Anne CHAIN-LARCHÉ, Claudine THOMAS, Anne-Marie BERTRAND, Esther SITTLER, Sébastien MEURANT, Guy-Dominique KENNEL, Alain MILON, Marie-Christine CHAUVIN, Frédérique PUISSAT, Henri LEROY, Bernard FOURNIER, Max BRISSON, Gilbert BOUCHET, Corinne IMBERT, Ladislas PONIATOWSKI, Édouard COURTIAL, François BONHOMME, Jean-François RAPIN, Vivette LOPEZ, Jean Pierre VOGEL, Jean-Raymond HUGONET, Jean-François MAYET, Élisabeth LAMURE, Serge BABARY, Louis-Jean de NICOLAY, Dominique ESTROSI SASSONE, Stéphane PIEDNOIR, Marc LAMÉNIE";"proposition de loi tendant à imposer la gratuité du temps d'attente pour les numéros de téléphone surtaxés";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-174.html";"caduc";"";"";"";"";"Société"
2019;175;"04/12/2019";"Martine FILLEUL";"proposition de loi visant à limiter les inégalités liées à la maternité au travail";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-175.html";"caduc";"";"";"";"";"Famille, Société, Travail"
2019;177;"04/12/2019";"Stéphane RAVIER";"proposition de loi visant à établir les conditions d'une « grève de la gratuité », pour une grève active sans sanction ni pour les grévistes, ni pour les usagers";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-177.html";"caduc";"";"";"";"";"Société, Transports"
2019;179;"05/12/2019";"Bruno RETAILLEAU, Jacky DEROMEDI, Christophe-André FRASSA, Ronan LE GLEUT, Joëlle GARRIAUD-MAYLAM, Damien REGNARD, Daniel LAURENT, Jean-Pierre GRAND, Christine LAVARDE, Martine BERTHET, Marie MERCIER, François CALVET, René DANESI, Marie-Thérèse BRUGUIÈRE, Bernard FOURNIER, Alain HOUPERT, Guy-Dominique KENNEL, Antoine LEFÈVRE, René-Paul SAVARY, Brigitte LHERBIER, Pascale GRUNY, Pierre CHARON, Jean-François RAPIN, Pierre CUYPERS, Viviane MALET, Agnès CANAYER, Gilbert BOUCHET, Élisabeth LAMURE, Catherine DEROCHE, Colette GIUDICELLI, Philippe MOUILLER, Pascal ALLIZARD, Serge BABARY, Jérôme BASCHER, Anne-Marie BERTRAND, Max BRISSON, Jean-Noël CARDOUX, Anne CHAIN-LARCHÉ, Marta de CIDRAC, Édouard COURTIAL, Philippe DALLIER, Robert del PICCHIA, Gérard DÉRIOT, Alain DUFAUT, Nicole DURANTON, Jean-Paul ÉMORINE, Jacqueline EUSTACHE-BRINIO, Jordi GINESTA, Daniel GREMILLET, Charles GUENÉ, Jean-Raymond HUGONET, Corinne IMBERT, Roger KAROUTCHI, Marc LAMÉNIE, Florence LASSARADE, Dominique de LEGGE, Didier MANDELLI, Jean-François MAYET, Sébastien MEURANT, Brigitte MICOULEAU, Alain MILON, Albéric de MONTGOLFIER, Patricia MORHET-RICHAUD, Jean-Marie MORISSET, Philippe NACHBAR, Claude NOUGEIN, Olivier PACCAUD, Philippe PAUL, Jean-Jacques PANUNZI, Cyril PELLEVAT, Philippe PEMEZEC, Stéphane PIEDNOIR, Catherine PROCACCIA, Isabelle RAIMOND-PAVERO, Françoise RAMOND, Évelyne RENAUD-GARABEDIAN, Bruno SIDO, Esther SITTLER, Jean SOL, Catherine TROENDLÉ, Michel VASPART, Jean-Pierre VIAL, Jean Pierre VOGEL";"proposition de loi relative aux Français établis hors de France";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-179.html";"Première lecture (AN)";"";"";"";"";"Économie et finances, fiscalité, Éducation, Pouvoirs publics et Constitution, Questions sociales et santé"
2019;180;"05/12/2019";"Michel AMIEL, François PATRIAT, Martin LÉVRIER, Patricia SCHILLINGER, Dominique THÉOPHILE, Julien BARGETON, Arnaud de BELENET, Bernard BUIS, Françoise CARTRON, Bernard CAZEAU, Agnès CONSTANT, Michel DENNEMONT, André GATTOLIN, Abdallah HASSANI, Claude HAUT, Xavier IACOVELLI, Antoine KARAM, Frédéric MARCHAND, Thani MOHAMED SOILIHI, Georges PATIENT, Didier RAMBAUD, Noëlle RAUSCENT, Alain RICHARD, Richard YUNG";"proposition de loi relative à la sécurité sanitaire";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-180.html";"Première lecture (AN)";"";"";"";"";"Questions sociales et santé"
2019;182;"09/12/2019";"Patrick CHAIZE, Stéphane SAUTAREL, Nicole DURANTON, Didier MANDELLI, Marta de CIDRAC, Catherine DEROCHE, Jacques GENEST, Christophe-André FRASSA, Max BRISSON, Jackie PIERRE, Daniel LAURENT, Jérôme BASCHER, Philippe MOUILLER, Antoine LEFÈVRE, Catherine DUMAS, Ronan LE GLEUT, Marie-Thérèse BRUGUIÈRE, Anne-Marie BERTRAND, Jacky DEROMEDI, René-Paul SAVARY, Alain MILON, Florence LASSARADE, Corinne IMBERT, Pascale GRUNY, Stéphane PIEDNOIR, Agnès CANAYER, Laure DARCOS, Sylviane NOËL";"proposition de loi visant à favoriser la dissolution des sections de commune";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-182.html";"caduc";"";"";"";"";"Collectivités territoriales"
2019;185;"10/12/2019";"Michel RAISON";"proposition de loi relative au recouvrement de la taxe foncière sur les propriétés non bâties afférente aux petites parcelles boisées";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-185.html";"caduc";"";"";"";"";"Économie et finances, fiscalité"
2019;186;"11/12/2019";"Nathalie GOULET, Joël GUERRIAU, Pascale BORIES, Antoine LEFÈVRE, Cyril PELLEVAT, Olivier HENNO, Dany WATTEBLED, Nicole DURANTON, Marie-Thérèse BRUGUIÈRE, Laurent LAFON, Michèle VULLIEN, Jean-Marie JANSSENS, Anne-Catherine LOISIER, Évelyne PERROT, Pierre LOUAULT, Jean-Marie VANLERENBERGHE, Michel SAVIN, Annick BILLON, Claudine KAUFFMANN, Vincent CAPO-CANELLAS, Jean-François RAPIN, Jean-François LONGEOT";"proposition de loi pour une pratique du sport en salle en toute sécurité";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-186.html";"caduc";"";"";"";"";"Sports"
2019;207;"16/12/2019";"Nathalie GOULET, Dominique VÉRIEN, Pierre LOUAULT, Pierre MÉDEVIELLE, Annick BILLON, Philippe BONNECARRÈRE, Jacques LE NAY, Joël GUERRIAU, Vincent DELAHAYE, Franck MENONVILLE, Michèle VULLIEN, Jocelyne GUIDEZ, Michel CANÉVET, Damien REGNARD, Jean-François LONGEOT, Hervé MARSEILLE, Dany WATTEBLED, Claude KERN, Claudine KAUFFMANN, Antoine LEFÈVRE, Pascal MARTIN, Gilbert-Luc DEVINAZ, Françoise FÉRAT, Daniel CHASSEING, Sonia de LA PROVÔTÉ, Hervé MAUREY";"proposition de loi portant diverses mesures pour lutter contre la fraude fiscale";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-207.html";"caduc";"";"";"";"";"Économie et finances, fiscalité, Justice"
2019;217;"18/12/2019";"Rémy POINTEREAU, Michel MAGRAS, Laure DARCOS, Michel SAVIN, Joël GUERRIAU, Arnaud BAZIN, Pierre CHARON, Jean Pierre VOGEL, Corinne IMBERT, Dominique ESTROSI SASSONE, Bernard BONNE, Jean-Marc BOYER, Élisabeth LAMURE, Antoine LEFÈVRE, Catherine DEROCHE, Claude KERN, Florence LASSARADE, Marie-Thérèse BRUGUIÈRE, Annick BILLON, Henri LEROY, Marta de CIDRAC, Frédérique PUISSAT, Ronan LE GLEUT, Jean-Marie MORISSET, Pierre LOUAULT, Jérôme BASCHER, Michel CANÉVET, Jean-Jacques PANUNZI, Sylvie VERMEILLET, Jean-Noël CARDOUX, François BONHOMME, Daniel LAURENT, Édouard COURTIAL, Philippe BONNECARRÈRE, Marc-Philippe DAUBRESSE, Anne-Marie BERTRAND, Guy-Dominique KENNEL, Gilbert BOUCHET, Jacques GENEST, René DANESI, Pascale GRUNY, Jean-François MAYET, Gérard LONGUET, Bernard FOURNIER, Jean-Pierre VIAL, Daniel CHASSEING, Colette GIUDICELLI, Patrick CHAIZE, Brigitte MICOULEAU, Mathieu DARNAUD, Jean-François LONGEOT, Patricia MORHET-RICHAUD, Jean-Raymond HUGONET, Jean-Pierre LELEUX, Jacky DEROMEDI, Isabelle RAIMOND-PAVERO, Jean-Pierre MOGA, Robert LAUFOAULU, Cédric PERRIN, Michel RAISON, Martine BERTHET, Stéphane PIEDNOIR, Alain DUFAUT, Dany WATTEBLED, Jean-François RAPIN, Christine LANFRANCHI DORGAL, Sonia de LA PROVÔTÉ, Françoise GATEL, Pierre CUYPERS, Louis-Jean de NICOLAY, Marie-Pierre RICHER, Didier MANDELLI, Nadia SOLLOGOUB, Hervé MAUREY, Jean-Pierre DECOOL, Sophie PRIMAS, Bernard DELCROS, Olivier RIETMANN";"proposition de loi visant à sécuriser la procédure d'abrogation des cartes communales dans le cadre d'une approbation d'un plan local d'urbanisme (PLU) ou d'un plan local d'urbanisme intercommunal (PLUi) et à reporter la caducité des plans d'occupation des sols (POS)";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-217.html";"Première lecture (AN)";"";"";"";"";"Aménagement du territoire, Collectivités territoriales"
2019;232;"08/01/2020";"Nathalie GOULET, Alain HOUPERT, Michèle VULLIEN, Olivier CADIC, Michel LAUGIER, Jean Pierre VOGEL, Franck MENONVILLE, Daniel CHASSEING, Anne-Marie BERTRAND, Jean-François LONGEOT, Joël GUERRIAU, Jean-Pierre GRAND, Laure DARCOS, Florence LASSARADE, Chantal DESEYNE, Yves DÉTRAIGNE, Michel CANÉVET, Laurent LAFON, André REICHARDT, Roger KAROUTCHI, Antoine LEFÈVRE, Évelyne PERROT, Françoise FÉRAT, Gilbert BOUCHET, Max BRISSON, Esther BENBASSA, Damien REGNARD, Hervé MAUREY, Sophie JOISSAINS";"proposition de loi tendant à revoir les conditions d'application de l'article 122-1 du code pénal sur la responsabilité pénale des auteurs de crimes et délits";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-232.html";"poursuivi dans un autre dossier";"";"";"";"";"Justice"
2019;241;"14/01/2020";"Jocelyne GUIDEZ, Hervé MARSEILLE, Vincent DELAHAYE, Valérie LÉTARD, Patricia MORHET-RICHAUD, Jean-Marie VANLERENBERGHE, Catherine MORIN-DESAILLY, Hervé MAUREY, Rémy POINTEREAU, Joël GUERRIAU, Cyril PELLEVAT, Michel LAUGIER, Sylviane NOËL, Yves DÉTRAIGNE, Claude KERN, Didier MANDELLI, Jean-Marie MORISSET, Jean-Marie MIZZON, Olivier HENNO, Nadia SOLLOGOUB, Françoise FÉRAT, Claudine KAUFFMANN, Françoise GATEL, Nathalie DELATTRE, Philippe ADNOT, Annick BILLON, Pierre CUYPERS, Patrick CHAIZE, Jean-François RAPIN, Pascal MARTIN, Daniel CHASSEING, Esther SITTLER, Jean-François LONGEOT, Alain CAZABONNE, Gilbert BOUCHET, Antoine LEFÈVRE, Évelyne PERROT, Dominique VÉRIEN, Catherine FOURNIER, Pierre LOUAULT, Martine BERTHET, Michèle VULLIEN, Laure DARCOS, Marie-Pierre RICHER, Olivier LÉONHARDT, Marc LAMÉNIE, François BONHOMME, Jacques LE NAY, Anne-Catherine LOISIER, François CALVET, Catherine DEROCHE, Alain HOUPERT, Nathalie GOULET, Sylvie VERMEILLET, Marie-Thérèse BRUGUIÈRE, Élisabeth DOINEAU, Marie MERCIER, Catherine DUMAS, Pascale GRUNY, Daniel LAURENT, Philippe MOUILLER, Olivier CADIC, Cédric PERRIN, Michel RAISON, Jean-Pierre MOGA, Sonia de LA PROVÔTÉ, Franck MENONVILLE, Alain JOYANDET, Jean-Pierre DECOOL, Maryse CARRÈRE, Lana TETUANUI, Josiane COSTES, Loïc HERVÉ, Agnès CANAYER, Bernard DELCROS, Jean-Marie JANSSENS, Véronique GUILLOTIN, Alain CHATILLON, Vivette LOPEZ, Claudine THOMAS, Anne CHAIN-LARCHÉ, Sébastien MEURANT, Élisabeth LAMURE, Denise SAINT-PÉ, Olivier PACCAUD, Pierre CHARON, Gisèle JOURDA, Éric GOLD, Viviane MALET, Nassimah DINDAR, Victoire JASMIN, Patricia SCHILLINGER, Raymond VALL, Gérard POADJA, Olivier RIETMANN";"proposition de loi relative au monde combattant";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl19-241.html";"promulgué";"";"";"02/03/2022";"2022-297";"Anciens combattants"
